,user_id,rec
1774,2313,"[1029743, 1082185, 1126899, 986912, 1106523]"
1775,2314,"[951412, 1082185, 1070845, 879876, 985999]"
1776,2317,"[1082185, 835098, 1027168, 1138443, 5591814]"
1777,2319,"[1029743, 1081177, 1106523, 1082185, 8019977]"
1778,2321,"[1090884, 986912, 1082185, 1126899, 1029743]"
1779,2322,"[1082185, 885023, 1068719, 899624, 1102949]"
1780,2323,"[1082185, 1126899, 1106523, 1029743, 986912]"
1781,2324,"[1082185, 1029743, 1006878, 1044078, 981086]"
1782,2326,"[1082185, 12384775, 1027068, 7025202, 865528]"
1783,2328,"[1082185, 951412, 916122, 977658, 6602440]"
1784,2330,"[1101010, 1082185, 1019643, 979707, 885290]"
1785,2331,"[1082185, 856252, 1029743, 989069, 1106523]"
1786,2332,"[1082185, 1126899, 1029743, 986912, 860248]"
1787,2333,"[1075175, 1082185, 1029743, 1106523, 1126899]"
1788,2334,"[7442056, 892573, 1065380, 1090931, 1042438]"
1789,2335,"[1021324, 1082185, 1029743, 1106523, 1126899]"
1790,2336,"[977658, 1082185, 1029743, 5585510, 1024051]"
1791,2337,"[1082185, 5585510, 10149640, 1137688, 1015539]"
1792,2338,"[1082990, 7155863, 1106523, 870315, 1029743]"
1793,2341,"[907625, 1098284, 1082185, 965766, 6602440]"
1794,2342,"[1029743, 916122, 879876, 1004906, 1016276]"
1795,2343,"[7409874, 6534480, 879876, 1082185, 1029743]"
1796,2344,"[6424472, 12262978, 1082185, 12810391, 1106523]"
1797,2345,"[1015280, 1082185, 887474, 1106523, 5569230]"
1798,2346,"[1130375, 1029743, 916993, 1138443, 1068719]"
1799,2347,"[1082185, 1029743, 8090521, 1034176, 857503]"
1800,2348,"[1106523, 1082185, 1126899, 986912, 1029743]"
1801,2349,"[1106523, 1082185, 1029743, 979707, 1070820]"
1802,2351,"[1082185, 1029743, 820321, 1046756, 907625]"
1803,2352,"[1029743, 1082185, 1126899, 1106523, 986912]"
1804,2353,"[1082185, 1056509, 1029743, 1106523, 866211]"
1805,2354,"[1082185, 5592094, 1101706, 998444, 1029743]"
1806,2355,"[1126899, 1082185, 1106523, 1044078, 986912]"
1807,2357,"[9575582, 1106523, 1082185, 1029743, 986912]"
1808,2358,"[939900, 870547, 961979, 847790, 844179]"
1809,2359,"[1082185, 1029743, 1106523, 1103105, 1076056]"
1810,2360,"[1082185, 8090537, 1027068, 1029743, 844179]"
1811,2361,"[12731436, 1046587, 5568995, 868683, 1057011]"
1812,2363,"[1096794, 1082185, 944137, 6602697, 1070820]"
1813,2364,"[1082185, 1050851, 1126899, 1070820, 1044078]"
1814,2366,"[1037965, 1082185, 1004906, 1106523, 948670]"
1815,2367,"[1102845, 1050851, 1082185, 979707, 1126899]"
1816,2369,"[1076580, 1121059, 1042616, 863885, 1029743]"
1817,2370,"[1082185, 5568721, 1130375, 825365, 1110409]"
1818,2371,"[6602440, 1026118, 1072523, 9575582, 1126899]"
1819,2372,"[1029743, 892314, 8090532, 862799, 1082185]"
1820,2374,"[1082185, 1068719, 1004906, 872137, 1022254]"
1821,2375,"[5585510, 1082185, 896613, 989069, 1004906]"
1822,2376,"[1082185, 976199, 1072968, 845208, 5569845]"
1823,2377,"[1138467, 1082185, 13189726, 866211, 1106523]"
1824,2378,"[1082185, 1029743, 916122, 844179, 1072968]"
1825,2379,"[9676866, 860248, 1101706, 1029743, 1106523]"
1826,2380,"[1068719, 5585510, 1082185, 885023, 865456]"
1827,2381,"[895930, 1131344, 5570408, 1068719, 1106523]"
1828,2386,"[835973, 1082185, 1106523, 1029743, 937292]"
1829,2387,"[1050741, 1029743, 1106523, 839243, 940947]"
1830,2388,"[854900, 1024051, 1082185, 896862, 890695]"
1831,2389,"[1029743, 1055504, 893018, 1082185, 12301100]"
1832,2392,"[895166, 918046, 1131344, 1128240, 12302069]"
1833,2393,"[1082185, 12349795, 851819, 12301109, 913210]"
1834,2394,"[1082185, 908064, 910473, 5569327, 906838]"
1835,2395,"[825731, 1029743, 1082185, 1106523, 5569230]"
1836,2396,"[6513604, 1079987, 1082185, 961979, 1106523]"
1837,2398,"[1027168, 940766, 6463775, 870315, 1029743]"
1838,2400,"[1082185, 1029743, 1106523, 879506, 1068719]"
1839,2401,"[825343, 1082185, 1029743, 1106523, 1026118]"
1840,2402,"[979707, 1106523, 1029743, 1037337, 1082185]"
1841,2404,"[986912, 1126899, 1029743, 1070820, 1082185]"
1842,2405,"[964521, 1005274, 1082185, 1082212, 936914]"
1843,2406,"[1082185, 910109, 1022254, 1008547, 979707]"
1844,2407,"[1082185, 1029743, 976199, 1106523, 844179]"
1845,2408,"[1101010, 1082185, 1029743, 1072968, 1124971]"
1846,2410,"[1097418, 1106523, 1026118, 947798, 1044078]"
1847,2412,"[1082185, 1068719, 899624, 848029, 870547]"
1848,2415,"[1029743, 1126899, 7025496, 9575582, 13189726]"
1849,2416,"[1099089, 6633210, 976199, 1008547, 1098844]"
1850,2418,"[1101010, 925862, 1029743, 1082185, 1106523]"
1851,2419,"[1126899, 1029743, 1106523, 1082185, 1068719]"
1852,2420,"[1082185, 1012587, 1068719, 5572738, 1106523]"
1853,2421,"[1082185, 976199, 1029743, 1068719, 999104]"
1854,2423,"[957736, 1029743, 985999, 1082185, 1106523]"
1855,2424,"[902396, 870547, 843464, 1019643, 844179]"
1856,2425,"[1029743, 1126899, 1106523, 1082185, 1022254]"
1857,2426,"[1082185, 1029743, 1058404, 1106523, 899624]"
1858,2427,"[1082185, 856252, 1054262, 1029743, 5568721]"
1859,2430,"[1021324, 1082185, 976199, 1079987, 5569230]"
1860,2431,"[1082185, 1106523, 1029743, 1022254, 1075368]"
1861,2432,"[1101010, 5566472, 983584, 1082185, 5981072]"
1862,2435,"[1082185, 983584, 1076056, 1029743, 834117]"
1863,2437,"[1082185, 1009719, 1034176, 5569845, 856252]"
1864,2438,"[866211, 880427, 1082185, 5592094, 1101706]"
1865,2440,"[870547, 1104649, 1076056, 874972, 1018007]"
1866,2441,"[1082185, 885023, 1124432, 979707, 1106523]"
1867,2442,"[860248, 1082185, 827919, 5592931, 1126899]"
1868,2445,"[1082185, 844179, 1031087, 1106523, 1029743]"
1869,2446,"[837270, 885406, 949965, 963971, 1051211]"
1870,2447,"[1082185, 945244, 948298, 1113111, 963835]"
1871,2448,"[1082185, 951412, 1029743, 1054402, 845208]"
1872,2449,"[1082185, 899624, 1029743, 979707, 1022254]"
1873,2450,"[1102949, 1082185, 1029743, 1022254, 1106523]"
1874,2451,"[1082185, 1068719, 885023, 8177622, 1076580]"
1875,2452,"[1082185, 1025581, 949023, 1133254, 1037863]"
1876,2453,"[1082185, 976199, 6039859, 1068719, 1070820]"
1877,2454,"[972665, 1029743, 1082185, 1044078, 1106523]"
1878,2455,"[1068719, 1082185, 959316, 9187298, 1091520]"
1879,2456,"[951412, 1082185, 1029743, 976199, 1126899]"
1880,2457,"[1082185, 1068719, 979707, 1112238, 1106523]"
1881,2458,"[1082185, 998119, 10150194, 1029743, 965842]"
1882,2459,"[1082185, 839243, 934639, 931255, 850139]"
1883,2460,"[5568378, 5569230, 907631, 12695224, 1082185]"
1884,2461,"[9547021, 1110409, 866871, 909714, 1082185]"
1885,2462,"[1082185, 1029743, 1138467, 1070845, 916122]"
1886,2464,"[1029743, 1082185, 1022254, 1044078, 1106523]"
1887,2465,"[993379, 10344585, 1082185, 986912, 5569230]"
1888,2466,"[951190, 998352, 1029743, 1106523, 913210]"
1889,2467,"[1082185, 1037332, 1060673, 7168058, 1003649]"
1890,2468,"[1031316, 956672, 1082185, 1029743, 1106523]"
1891,2469,"[1029743, 1044078, 7025496, 1126899, 9575582]"
1892,2470,"[1126899, 1082185, 1106523, 986912, 1070820]"
1893,2471,"[1040346, 883940, 5585701, 5587656, 1029743]"
1894,2472,"[1082185, 1029743, 1106523, 1041796, 979707]"
1895,2474,"[1076056, 1029743, 940766, 1082185, 1106523]"
1896,2475,"[1082185, 957736, 1070845, 9487885, 1082454]"
1897,2478,"[823775, 1082185, 6464147, 959316, 932949]"
1898,2479,"[899624, 1082185, 1098435, 1138467, 870547]"
1899,2481,"[1082185, 948086, 1017369, 1132771, 965766]"
1900,2482,"[1005274, 839243, 1082185, 907099, 1029743]"
1901,2483,"[1082185, 1130375, 948650, 1070820, 5981267]"
1902,2484,"[895166, 983584, 939900, 880150, 1082185]"
1903,2485,"[1082185, 1029743, 1083446, 1106523, 12695224]"
1904,2486,"[1082185, 1016276, 1068719, 1029743, 871680]"
1905,2488,"[1082185, 866211, 885023, 834117, 1070820]"
1906,2489,"[1082185, 1068719, 1029743, 1106523, 899624]"
1907,2490,"[1127758, 1126899, 986912, 1106523, 1029743]"
1908,2492,"[1138467, 1128812, 909129, 883202, 866755]"
1909,2494,"[957736, 1082185, 1079987, 1044078, 1004906]"
1910,2496,"[1082185, 1029743, 1106523, 899624, 12810393]"
1911,2497,"[1082185, 1068719, 1024306, 1029743, 7139529]"
1912,2498,"[5564901, 1082454, 1030981, 13841744, 1005456]"
1913,2499,"[904129, 1060872, 820321, 1082141, 5572738]"
1914,2500,"[1065538, 1082185, 1019643, 1029743, 1106523]"
